"@cmyeaton Dear Dr., if infected by covid-19 virus in different ways, will they cause the same ill effect on human body? I mean if we  can get  infected through mouth or eyes instead of inhaling into lungs,  is it possible for us to get more chance to win the virus？",negative,-0.642015
"RT @AJeepHasNoName: Has anybody been paying attention to what's going on with the United States Postal Service?
Like they're going to go ba…",negative,-0.916287
"RT @RL9631: Do you trust this doctor? 
@realDonaldTrump 
@POTUS 
@VP",negative,-0.529329
RT @RoArquette: Ivanka trump now  has  trademarks on coffins and voting machines. This is deeply disturbing.,positive,0.795065
"RT @iblametom: New - As Silicon Valley companies try to figure out how to help the US COVID-19 response, one is standing out, in terms of c…",negative,-0.684605
"RT @VocalFriez: #WhyImNotVotingForJoe He is a rapist, segregation apologist, racist, zionist, warmonger, and corporate shill. Capitalism mu…",negative,-0.892752
Because it does!,positive,0.68807
"RT @brooklynnygirl: #WhyImNotVotingForJoe

1,040,883,133 Reasons Why Bernie’s Supporters Will Never Support Joe Biden (Seriously, We Counte…",negative,-0.907537
RT @kenolin1: George Bush hesitated for 7 minutes on 9/11. It was his 1st year in office &amp; he was with children. Donald Trump did nothing f…,negative,-0.776365
"RT @marklevinshow: Mark Levin: the first to ring the alarm on the Obama administration’s surveillance against Donald Trump
https://t.co/l7g…",neutral,0
As many as he possibly can finish off,neutral,0
"RT @CNNAfrica: In Guangzhou, Africans have been evicted from their homes by landlords and turned away from hotels, despite many claiming to…",negative,-0.909045
"Trump says U.S. will help Italy with medical supplies, hospitals https://t.co/d5lU6Oy90T That's good!",positive,0.665172
RT @MagniAnon: Bill Gates is evil.,negative,-0.927014
"RT @javedhm: 3-year-old child in her hands, is a witness to the health conditions in India. Where the life of the innocent was lost due to…",negative,-0.35042
RT @morningmoneyben: Wow missed this. Did he actually confuse viruses with bacterial infections?,negative,-0.978259
RT @Toure: You cannot be well-informed *and* think that Trump is doing a good job. If you are well-informed you know he’s not doing a good…,positive,0.491148
"RT @JohnMTalmadgeMD: As the brain struggles to find words, a dementia victim must cover deficits &amp; conceal failure of memory, speech, reaso…",negative,-0.962978
"RT @afneil: Reported eaths linked to Covid-19 over 100,000 globally; confirmed infections over 1.6m. 
America registered nearly 17,000 Covi…",negative,-0.783017
RT @DrGJackBrown: How weak are the beings called humans? How extreme do Trump's crimes have to get before Republicans confront him? The Uni…,negative,-0.866964
"RT @JaneRuth_Aceng: In a special way, I want to say a big thank you to the health workers who manage the COVID-19 suspected and confirmed c…",positive,0.938351
RT @KPilidis: TWEET OF THE YEAR,neutral,0
"RT @ThancmarFeldt: How to Learn Machine Learning: A Complete Guide to Boost Your Career - Analytics India Magazine

Read more here: https:/…",neutral,0
"Awon team use COVID-19 to attempt to shine instead of doing the work, we see you.

E ku ise 🙄",neutral,0
stef wrote a letter?,neutral,0
"RT @CAPAction: Q: “Can you say what metrics you will use to make that decision [about re-opening the country]?”

TRUMP: [Points to his head…",positive,0.253025
"RT @stallfortime: Thousands of Americans are dead because Trump and his supporters are ignorant racists who want the rest of us dead.

#tru…",negative,-0.993959
"RT @Shehnaa36926504: You ate supporting Shehnaaz from which state of India?

I am from punjab.

#ShehnaazMagicEverywhere",neutral,0
"@JoeBiden Roses are red, violets are blue, Bernie dropped out, and so should you.",positive,0.387378
RT @Partisangirl: Maybe they normalised tattoos amongs millennials so they would grow up to be ready to tattoo their children with Bill Gat…,positive,0.449879
"RT @KHayhoe: Just to be clear, the carbon in the atmosphere is at a 15 million year high. So, no.",negative,-0.532371
@AdamParkhomenko Won’t happen as long as you have trump and the republicans running your country or wtv is left of it.,negative,-0.931675
RT @NPR: A Texas doctor used his GOP connections to get hydroxychloroquine to administer to dozens of elderly patients diagnosed with COVID…,negative,-0.907306
RT @latimes: Faulty masks. Flawed tests. China's quality control problem in leading global COVID-19 fight https://t.co/dsdngPHxRt,negative,-0.819178
"RT @lotta_niko: @secularcitizen2 @JoeBiden The younger generations, like us, know who stuck that knife in their backs, but are much more wi…",negative,-0.68296
we need to lock them up,neutral,0
"RT @kylegriffin1: Last fiscal year, the Trump family took more trips that required Secret Service protection than the Obama family took in…",positive,0.460952
Report: Trump wants to reopen nation by May 1 https://t.co/IBA2nH0YDz,neutral,0
"RT @brianstelter: ""Frustration is brewing among some of the president's aides that wealthy outside voices are pushing their own agendas --…",neutral,0
"RT @AGWillliamBarr: 2 DAYS AGO
Bernie Sanders dropped out of the race leaving only Barack Obama's VP Joe Biden as the Presumptive Nominee o…",negative,-0.864683
RT @sumanthraman: The lockdown extension will be most useful only if testing is boosted in parallel.,positive,0.546899
"India must evaluate its lockdown strategy 
https://t.co/21JzN5Rt0l https://t.co/SJpILG5I5c",neutral,0
"RT @I30mki: ""Bill Gates is now predicting 33 million deaths worldwide!

""Ask yourself this simple question. How many people do you know who…",negative,-0.764363
"RT @IPOT1776: ""Anyone else?"" Trump asked quietly, looking around the room but not seeing any hands go up. ""Great. Then we'll end this shind…",negative,-0.697801
"RT @JWeber988: Obama’s family took an average of 133.3 protected trips per year, while the Trump family is taking an average of 1,625. 

Ma…",negative,-0.506393
"On 20th March 2020, Ministry of Labour &amp; Employment - Government of India had clearly advised all employers not to terminate any employee from job or not to reduce their wages. But unfortunately many employees are facing  salary cut , job termination or unpaid leaves.",negative,-0.792891
God is great. #StaySafeUG.,positive,0.930485
"RT @tulunsokit: Basically he's saying, don't open the cover for the body once KKM has placed it in the protective shroud",negative,-0.789302
"RT @mehdirhasan: 2,000 people died in the United States today. In a single day.",negative,-0.815757
"RT @JackWestMD: High energy, &amp; a lot of fun adding @TonyMok9 to the mix, which gave us perspective from an expert in a totally different sy…",positive,0.957651
"I think my home state might still be in for the worst of it, and they are totally unprepared",negative,-0.934439
Corona Shi Khel Gya .... Pure World me sbse secular #coronavirus h 😂,positive,0.677158
@marklevinshow he will definitely will have the ears of the left who will no doubt question his legitimacy of statement. media will go after him as President Trump coverup man. hopefully he continues his search for criminal activity of our gov't,negative,-0.328317
"RT @johnsalmond: @guxin2010 ""Inadequate health care, rampant inequality, cumbersome bureaucracy, all-pervasive politics and millions of peo…",negative,-0.992354
"@AndrewYoung @JoeBiden @TheDemCoalition @MMFlint @davidhogg111 @clairecmc @fred_guttenberg Young people are mobilizing, organizing, working on their dream of America. This is where hope lies. 
https://t.co/jwzlF0oYja

Sent from Yahoo Mail on Android

 https://t.co/jwzlF0oYja",negative,-0.513982
"RT @USNavyMomPA: ""Sooner or later, every president must face a supreme test, a test that cannot be evaded by blather and bluff and bullying…",negative,-0.956298
"RT @DeanObeidallah: Trump and his wealthy Fox News friends intentionally don't discuss two things as they rush to ""open"" the US:
1. Death t…",negative,-0.85844
RT @DonaldJTrumpJr: It’s amazing what can happen. When the deep state bureaucrats aren’t the ones in charge anymore. We need more @RichardG…,negative,-0.608531
"""Look daddy! I'm a wartime President! ... splashes in bathtub - eats some bubbles."" - Trump",neutral,0
RT @IndianaMike75: Who would have thought 3 years into the Trump presidency the real Civil War would be waged by state Governments against…,negative,-0.946295
"RT @SonySportsIndia: He shot for the stars! ⭐🇮🇳

#SonySportsQuiz #SonySports #Olympics #Quiz #Sports #Trivia #ContestAlert #Contest #India…",neutral,0
"RT @SwarajyaMag: ‘Don’t Trust Piece Of Cloth, Only Almighty’: Tik Tok User Who Mocked Face Masks, Now Tests Positive For Covid-19

https://…",negative,-0.514339
"Covid-19 Will Cleave America in 2. “in a country that was highly unequal in so many ways well before it had a confirmed case of COVID-19, other disparities will be sadly predictable, falling along racial and class lines, as well as other fateful divides.” https://t.co/ZGStwBlZ0i",negative,-0.851708
RT @BremainInSpain: The Home Secretary faces questions after Passport Office workers were reportedly told Covid-19 will infect 80% of peopl…,negative,-0.872795
"@OpIndia_com Muslims are being targeted every day. But you fail to report that, you stupid clouts.

There is no point hiding you own people. There will eventually turn of you for defending and spoon feeding them. India Must Wake Up!",negative,-0.600708
"RT @guardian: Coronavirus live: US death toll set to pass Italy as over 2,000 die in a day https://t.co/aRTr9WwXpm",negative,-0.767228
"RT @ChadBown: COVID-19

In 2018, health experts warned Trump. Putting tariffs on medical products would hurt US preparedness for pandemics.…",negative,-0.964458
"RT @stengel: 1. His ""absolute authority"" is bogus. No ""absolute"" authority under constitution.
2. No such thing as ""re-opening"" economy. It…",negative,-0.688302
"RT @RWPUSA: Where does the Constitution say that Jared Kushner controls who gets the supplies, who lives and who dies?
The House needs to i…",negative,-0.646356
"RT @AskAnshul: Recently in Indore, mob attacked health workers who came to locate COVID-19 infected people

Now, one of the accused attacke…",negative,-0.956374
"RT @RealJamesWoods: Obama hid for eight years. In the rare occasion he would emerge from his hole, he got nothing but softball air kisses f…",negative,-0.413819
"RT @cm_merlin: @tribelaw @JuliaDavisNews Trump's negligence, incompetence, &amp; criminality are costing American lives! He's a mortal danger t…",negative,-0.95233
"RT @gdfuego: He's in authoritarian.

He thinks he's a king and we're his subjects.",neutral,0
I know at this time we should remain calm and be respectful. I’m sorry.  Trump you’re a major fu*kwit. Standing &amp; stating that the country is in ‘real great shape’ is a major insult to those who are watching their loved ones being buried in mass graves.  Get this man out. Idiot!,negative,-0.470176
"@Playboy @HackinTimSeeley @rebekahisaacs @nachosarah Damn, that was a waste of 15 minutes.  Absolutely stupid.  Like watching a Trump Presser only harder to read",negative,-0.981012
"In democracy human have to suffer in any disaster, but people whoever having power they will multiply there money &amp; Politic.
Otherwise a lot of fund declare by government &amp; I am sure only peanuts will reach to poor. 
#ModiGovtDisownsPoor #SaturdayMorning #COVIDー19",negative,-0.599582
"RT @Richard_Schiff: The more he doesn’t know what he’s talking about, the bigger the accordion. https://t.co/2rTam5j9sz",negative,-0.704573
"RT @DanRather: Every headline, news organization tweet; article or broadcast that gives oxygen to President Trump’s statements about voting…",neutral,0
Delusional Isaaq enclave strikes again! #Somalia #Somaliland,negative,-0.927133
RT @Maryc1850Sadler: @jennycohn1 @HoneyLight Trump is maliciously killing people in New York and Michigan. He told federal contractors not…,negative,-0.969458
RT @Sushant_IToday: Who is India's no.1 superstar today and who will ultimately win between...,negative,-0.528117
"@Jkylebass US intel agencies knew early November

The failure is on tRump and Boris.",negative,-0.78884
"RT @Jalpa50634529: You ate supporting Shehnaaz from which city of India?

I am from MUMBAI 

#ShehnaazMagicEverywhere",neutral,0
RT @DonaldJTrumpJr: It’s amazing what can happen. When the deep state bureaucrats aren’t the ones in charge anymore. We need more @RichardG…,negative,-0.608531
"@craigaroo @Zigmanfreud ‘rather than Pres Trump’
   Roger That!",neutral,0
RT @samsnow53: #maga #KAG trump is lying about the availability of testing and PPE. He is a pathological liar. He is a sociopath and doesn'…,negative,-0.928492
Where’s my Trump check 😭,neutral,0
"While it is true a virus does not have a brain, a virus may yet be more intelligent than Trump. #Unfit #Dems #BlueWave2020",negative,-0.814541
"RT @LKTranslator: Watch my jaw-dropping Covid-19 report on the BBC tonight where I expose what Boris Johnson had for dinner, what book he's…",negative,-0.359094
"RT @peachylysa: When I say im insecure seeing girls.....this is the type of ""girls"" im talking about",negative,-0.83801
"RT @AGHamilton29: The Whitmer coverage is very revealing. She has screwed up several key aspects of the response, but is getting overwhelmi…",positive,0.485061
Learn how to optimize meds during #COVIDー19 for post-acute and LTC patients 👍,positive,0.800382
#trumpcovidfails is just #sad and all trump care about is the money not ppl not even his base ppl we are on our own listen to your local government #StayHome #coronavirus #WhyImVotingForJoe,negative,-0.984928
RT @defnotpatt: 2) not condoning Hindu nationalists/Modi. They’ve unjustly wronged Muslims in India. But I don’t live there. My cousins hav…,negative,-0.913525
@BLMcCallum @DVATW Now he realizes India is ruled by the Indian peoples... 😊,neutral,0
"RT @JillWineBanks: I know it's hard keeping track of days for us m in isolation, but not knowing Super Tues is long over and that Warren an…",negative,-0.912609
"As much as im thirsty, I second this motion. Prevention is better than cure.",negative,-0.682212
Bernie trying to hold the Dem party hostage and attempting a hostile takeover is the how and the why of his loss in 2020,negative,-0.888099
"RT @CREWcrew: Obama’s family took an average of 133.3 protected trips per year, while the Trump family is taking an average of 1,625. 

Man…",negative,-0.638715
"RT @KHayhoe: Just to be clear, the carbon in the atmosphere is at a 15 million year high. So, no.",negative,-0.532371
RT @KarunaGopal1: It’s people like you @AatishTaseer who instigated Innocent Muslims to revolt against #CAA. You put FEAR in them . You ter…,negative,-0.890928
RT @DonaldJTrumpJr: It’s amazing what can happen. When the deep state bureaucrats aren’t the ones in charge anymore. We need more @RichardG…,negative,-0.608531
RT @rohini_sgh: Madrasas are boarding schools for children from poor Muslim families. The lockdown was sudden &amp; the country was given barel…,negative,-0.875469
"RT @propublica: New: President Donald Trump’s hotels in D.C., New York and Chicago all seem to qualify for benefits from the coronavirus ba…",negative,-0.467904
RT @NotMyPrecedent: @Yamiche President SnakeOil is doing ongoing daily commercials on national tv for hydroxychloroquine. Is this marketing…,negative,-0.718772
RT @WalshFreedom: To all those people demanding that we hold The World Health Organization accountable: Fine. But are you going to demand w…,positive,0.835732
"RT @SRuhle: I can barely spell science &amp; even I know that antibiotics fight bacterial infections and do not work on viruses.
Have the medic…",negative,-0.956394
"#POTUS does not know the difference between bacteria and viruses. Will @CDCgov please declare his speaking a public health risk?
#coronavirus #trumpcovidfails",negative,-0.873056
RT @prayingmedic: Trump wouldn't takes a high risk shot unless it has a massive payoff. Correctly promoting an untested cure for a disease…,negative,-0.939366
"RT @meenakandasamy: If this is not Islamophobia, and hate-mongering, and using mass media to flare up communal tensions and demonising the…",negative,-0.83231
"RT @TheEconomist: “It’s possible we’ll get a real, proper debate about voting laws, voter ID and voting by mail...a good thing for American…",positive,0.912044
RT @ANI: Pharmaceutical industry has significantly increased the production of hydroxychloroquine (HCQ). 20 crore tablets of HCQ have been…,negative,-0.557456
@StephenCanfiel6 @Carolchapman192 @Putzy2010 @adavaco @MulhollandLeda @CindisPLace @RubeBait @ERNESTZorro @HLisandrello @Gallaecian @Moezyboy @SKVL75 @chefrocky413 @NavyVetResister @IMontoyaResists @PDXAngie @IngGuthrie @grinningbamE @jfleech @Rob16921 @ToshLS @KathyShetterly Yep.. trump gave them the Validation they needed to feel that way,neutral,0
RT @TerriVogler: More declassification is needed for the public to get the whole story but this is a good start. ⁦@ChuckRossDC⁩  https://t.…,positive,0.882533
RT @mjs_DC: Whoa—DeSantis just clarified this order to say what I originally thought it meant: He overrode localities' ability to prohibit…,negative,-0.692812
"RT @thejimbaker: ""We also concluded that, under the AG Guidelines and the DIOG, the FBI had an authorized purpose when it opened Crossfire…",negative,-0.694332
"RT @BobShrum: Every time Trump talks, he subtracts from the sum total of our knowledge. https://t.co/jSabbU8MSw",positive,0.350476
RT @Education4Libs: The same people telling Trump he doesn’t know anything about medicine are the same ones listening to a 16 year old on c…,negative,-0.829306
RT @Burrite: Vulnerable red state senators get ventilators and PPE from Trump and Jared. Blue states are told to ask their governors for he…,neutral,0
"RT @TIME: ""This is definitely something that I've never seen before in all my experience. The closest I can compare it to is 9/11.""

@katie…",negative,-0.459878
"RT @garci32: Trump and his gang are ecstatic,they are jumping up and down with joy,the US is now ""NUMERO UNO"" in the number of people infec…",positive,0.849191
"RT @kylegriffin1: Last fiscal year, the Trump family took more trips that required Secret Service protection than the Obama family took in…",positive,0.460952
"RT @elenadreams2: #WhyImNotVotingForJoe I do, although I've been a Bernie fan since 2015 &amp; my disappointment is immeasurable

No matter wha…",negative,-0.633004
RT @ANI: PM told us that we must not compromise on lockdown and we are receiving suggestions for extending it for next 15 days. PM said in…,negative,-0.722516
RT @ChrisParker10: Parents / Caregivers: Please see this important update regarding food help for children during this mandated COVID-19 sc…,neutral,0
"RT @SecretsBedard: 66-point partisan divide on Trump, but near unity on anti-virus tactics https://t.co/auR2gnjmKI https://t.co/CawiNeG2EX",negative,-0.657424
"RT @brianstelter: Admin officials ""say the White House has made a deliberate political calculation that it will better serve Trump’s intere…",negative,-0.549133
"RT @dclark551: Keep circulating this until Bill is stopped. He's creating $100B market to fund his NWO wet dream.
Robert F Kennedy Jr. Expo…",negative,-0.608454
RT @matthewamiller: So the national stockpile has essentially been turned into a ventilator slush fund for Trump to bestow on GOP Senators…,negative,-0.629987
Government expects Covid-19 test backlog to be cleared by the end of next week https://t.co/mskJjaEfeq,neutral,0
"RT @JohnJHarwood: Trump’s defense of firing Intelligence Community IG, who he calls a “disgrace,” makes no sense except as vengeance

Repub…",negative,-0.959754
RT @IAMCouncil: Anti Muslim attacks continue unabated across India. #COVID,negative,-0.832338
"RT @Prakashplutus: Update on 25th March buying :

1. ITC from 140👉👉👉186
2. M&amp;M from 252👉👉 391 
3. Larsen 672👉👉👉820.

Yes all shared to all…",positive,0.685064
RT @koulrohit2016: @_sabanaqvi @ThePrintIndia So that Tablighi Jamaat can have a free run across India and create havoc by infecting maximu…,negative,-0.873406
RT @realTuckFrumper: Ex-CDC director slams Trump’s ‘mind-boggling’ incompetence — and warns more ‘epic failures’ are coming https://t.co/lZ…,negative,-0.927409
"@CTVNationalNews Norfolk mayor Kristal Chopp says the region simply cannot cope with a Covid-19 outbreak. One local hospital has *one* ventilator, she says.",negative,-0.883969
"RT @ewarren: .@AyannaPressley, @EdMarkey, and I are demanding that @CMSgov release comprehensive data on COVID-19 testing, treatment, and f…",negative,-0.47101
@MollyJongFast I knew he couldn't get through the day without the media or in this case Trump TV.,negative,-0.878241
RT @RoArquette: Ivanka trump now  has  trademarks on coffins and voting machines. This is deeply disturbing.,positive,0.795065
Then why don’t U do what NON-VOTERS have always done and shut up about it? ANYone who doesn’t vote IS VOTING FOR TRUMP &amp;we’ve already seen where that gets us! Why do U think the GOP wants to stop mail in voting? Why do you think they suppress votes? That’s exactly what they want!,negative,-0.52778
RT @emilyhewertson: “Show your support during these challenging times to all the healthcare heroes working on the frontline to keep the nat…,positive,0.428938
"RT @paulsperry_: Earth to naive: EVERYTHING in Washington (sadly) is about politics, even how to fight this scourge. So yes, Fauci's &amp; Birx…",negative,-0.813314
"@13EAR5 Reading the replies he wanted Bye Don as in bye donald trump, I originally interrupted it as anti-Biden with the bye part tho haha",negative,-0.288593
"RT @hrenee80: Who the hell asked for Bill Gates  for his opinion anyways?

Sign me up on the “There’s not a chance in hell that I will ever…",negative,-0.904991
RT @evan_eggers: My mom's assisted-living home just confirmed its first case of COVID. I'm enraged that Trump incompetence and GOP complici…,negative,-0.952056
RT @KaminskiMed: Simple and Important! The first peer reviewed #COVID19 autopsies published in English Literature reveal ARDS &amp; bronchopneu…,neutral,0
RT @pcrritesgood: @usclimatestrike @JoeBiden Maybe you can endorse Ralph Nader or Jill Stein or some other Green Party candidate whose camp…,neutral,0
RT @messageblackman: Domestic Abuse Surges As Quarantined Families Stay Home Together During COVID-19 Crisis https://t.co/VE6dD3yk0L,negative,-0.958885
"RT @Almondreaux7: Nah, we don’t stick around this long.. https://t.co/pzSvGqtRVJ",negative,-0.554074
RT @siva_5253: @DrSenthil_MDRD Dr(?) Is it Hydroxychloroquine or Hydrochloroquinine?Being an educated doctor very poor in vocabulary both i…,negative,-0.932595
"RT @Wolfrum: Wow, won't their faces be red if Jesus doesn't come back after they voted for Trump to revelations the joint.",negative,-0.89808
"$$$ Did she wait until the price went up? '93...27 years because she was threatened with her life, by trump today. He's known for threats, Joe's not. Simple.",negative,-0.880315
"RT @AliVelshi: After states were told to procure their own ventilators, Colorado ordered 500, but FEMA cancelled the order to buy them itse…",negative,-0.586141
"@indiandiplomats @MOS_MEA My rgrds Sir-want a help-My Mother(80yrs of age) is visiting Jkt &amp;unable to rtrn to India.I urgently need some meds for her. As guided by the Ind Emb Jkt,I apprched a Dr to gv alternative https://t.co/OjCDYTSPzb all are not avlb.Any courier service avlbl",negative,-0.608656
"RT @HashtagHag13: Trump is the right man at the right time for this crisis &amp; whatever comes our way. He has proven himself a worthy, intell…",positive,0.560452
RT @MollyJongFast: We’re all going to die.,negative,-0.72957
"RT @anandmahindra: Now I know why these are called ‘lag’ indicators! By the time this  data was compiled, we moved to an entirely different…",positive,0.598549
RT @IngrahamAngle: An old pal in Los Angeles (no Trump fan) just texted me that seven friends of hers (here and in Sweden) ALL took hydroxy…,negative,-0.600337
"RT @gmanews: BREAKING: DOH Secretary Francisco Duque issues statement regarding broadcast journalist Arnold Clavio's post:

""The DOH did NO…",negative,-0.855616
RT @MollyJongFast: We’re all going to die.,negative,-0.72957
"RT @radleybalko: Pretty on-brand for the Trump campaign to put out an ad that’s racist, xenophobic, reckless, factually false, and wrongly…",negative,-0.978007
RT @funder: BREAKING: President Obama essentially said Trump made the biggest mistake you can in these situations by misinforming the publi…,negative,-0.891238
Five Things Small Business Owners Should be Doing During Covid-19 https://t.co/ndevRGYtw2,neutral,0
"RT @MdImran83835074: We are trending at no.2 on India

#ShehnaazMagicEverywhere https://t.co/89qkEolgPr",neutral,0
RT @ChanelRion: #BREAKING: President Trump says second Coronavirus task force will deal with more than the economy it will deal with “Openi…,negative,-0.715439
RT @prwhittle: Trump is right: the rotten World Health Organisation should be reformed or abolished https://t.co/WOAUArrAKs via @telegraphn…,negative,-0.540039
"RT @IAF_MCC: #HarKaamDeshKeNaam :
IAF continues to be ready 24 x 7 to undertake any task for complementing the efforts of the Govt of India…",positive,0.284587
RT @WalshFreedom: To all those people demanding that we hold The World Health Organization accountable: Fine. But are you going to demand w…,positive,0.835732
